         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q7Z695,      17.25,  0.2336318,      12.46,  0.2903641,       4.95,  0.2389396,       1.76,  0.1300715,       0.64,  0.1265966,       4.95,  0.1660031,       0.96,  0.1577778,  0.1636019, -0.2988253,   626
         Q9NXH9,      28.98,  0.3538144,      41.27,  0.4831359,      36.87,  0.4330722,      21.24,  0.2856563,      26.10,  0.3470585,      30.05,  0.3405053,      28.53,  0.3738737,  0.0458489, -0.1573969,   659
         P02794,      29.51,  0.2963473,      28.42,  0.4136520,       8.20,  0.2709488,      12.02,  0.2888781,      13.11,  0.3304371,      22.95,  0.3154880,      13.11,  0.2741338,  0.1027918,  0.0331037,   183
         P30536,      11.83,  0.1780772,       7.10,  0.1829636,       0.00,  0.0717340,       4.73,  0.0744586,       0.00,  0.0396374,      15.98,  0.2139100,       5.92,  0.1148411,  0.2147958, -0.3072159,   169
         A4D1E9,      24.55,  0.2645020,      27.13,  0.3810970,      21.45,  0.3320889,       5.68,  0.2319380,       7.24,  0.2455430,       9.30,  0.2406982,       4.13,  0.2272964,  0.1351742, -0.1654534,   387
         Q96D53,      23.35,  0.3204361,      24.26,  0.3774859,      16.91,  0.2883258,      14.89,  0.2236486,      15.62,  0.2557094,      21.14,  0.2575097,      15.99,  0.2871857,  0.0803382, -0.1834037,   544
         P09417,      38.52,  0.3783958,      24.18,  0.3741623,       3.28,  0.2638441,       4.10,  0.2259611,       2.46,  0.2576968,      11.07,  0.2623581,       2.46,  0.2497624,  0.0216442, -0.2637504,   244
         P05496,       1.47,  0.1600760,      15.44,  0.3116768,       0.00,  0.2000325,       2.21,  0.1381830,       0.00,  0.0734703,      11.03,  0.2530591,       1.47,  0.1560775,  0.2378749, -0.4137990,   136
         Q6IB77,       6.08,  0.1384803,      17.23,  0.3541664,       4.05,  0.2541379,       2.70,  0.2132880,       0.00,  0.2191645,       7.09,  0.2023322,       1.69,  0.1879053,  0.2558101, -0.1421930,   296
         P13051,      29.71,  0.3080708,      41.85,  0.4744779,      25.88,  0.3482574,      27.48,  0.3610791,      21.73,  0.3817115,      31.63,  0.3562656,      28.12,  0.3716437,  0.0875636, -0.0851562,   313
         Q9H2K0,      30.94,  0.3854622,      52.88,  0.5445259,      51.80,  0.5023384,      25.90,  0.3916132,      37.05,  0.4736851,      37.41,  0.4171208,      19.78,  0.3687346,  0.0147713,  0.0138099,   278
         Q8TB36,      30.73,  0.3742999,      34.36,  0.3836026,      24.02,  0.3477895,       9.50,  0.2333209,      10.61,  0.2746592,      12.57,  0.2674580,      14.25,  0.3135217,  0.0236476, -0.1225052,   358
         P0DJ07,      52.05,  0.4969399,      49.32,  0.5099511,      46.58,  0.4641986,      12.33,  0.2334260,       0.00,  0.1728128,      39.73,  0.4467371,      28.77,  0.3099778, -0.0975451, -0.0395528,    73
         O94761,      49.09,  0.4989634,      49.83,  0.5680882,      51.08,  0.5555778,      34.69,  0.3772824,      39.32,  0.4503976,      39.90,  0.4356049,      44.62,  0.4809860, -0.0976846, -0.0996145,  1208
         Q9BXW6,      34.74,  0.3557509,      44.74,  0.4739392,      40.21,  0.4007343,      15.79,  0.2686603,      19.89,  0.3178238,      24.42,  0.3190930,      31.79,  0.3560003,  0.0407426, -0.0626523,   950
         O43325,      40.98,  0.4915383,      37.70,  0.4698862,      30.33,  0.4203708,      16.39,  0.3100950,       3.28,  0.3173889,      30.33,  0.3998591,      33.61,  0.4015231, -0.0886017,  0.0230688,   122
         Q8NFU3,      48.70,  0.4867840,      50.43,  0.4855502,      39.13,  0.4407761,      10.43,  0.2951757,       0.00,  0.2837769,      25.22,  0.3746268,      10.43,  0.3209856, -0.0886053, -0.1809227,   115
         Q96C36,      35.31,  0.3230471,      21.25,  0.3748596,      15.00,  0.3263261,       7.19,  0.1932904,       2.81,  0.2137773,      12.81,  0.2481114,      10.62,  0.2799020,  0.0780864, -0.3298569,   320
         Q9H3L0,      29.73,  0.2853809,      22.30,  0.3524129,       5.07,  0.2783878,      13.18,  0.2535791,       8.78,  0.2580017,       9.46,  0.2425662,       3.04,  0.2319902,  0.1105399, -0.1454577,   296
         Q96RR1,      33.19,  0.3478488,      24.56,  0.3884902,      16.23,  0.3153995,       9.36,  0.2480922,      10.53,  0.2771936,      12.87,  0.2462120,      11.99,  0.3038728,  0.0514735, -0.1238048,   684
         Q9NWR8,      16.67,  0.2469804,      43.75,  0.4357845,      35.12,  0.3694330,       7.74,  0.2338262,       4.46,  0.1941110,      15.18,  0.2770524,       9.52,  0.2312924,  0.1477664, -0.1302231,   336
         P84085,      21.11,  0.2443545,      20.00,  0.3056373,      10.56,  0.2083297,       4.44,  0.1839923,       1.11,  0.1641518,      12.22,  0.2330344,       1.67,  0.1885284,  0.1521315, -0.1946354,   180
         Q8WVM0,      22.54,  0.2916273,      18.79,  0.3521107,       8.67,  0.2594789,       6.07,  0.1917408,       4.91,  0.2120332,      11.56,  0.2146462,       7.23,  0.2103597,  0.1081125, -0.1347841,   346
         O00154,      30.26,  0.3662249,      38.68,  0.4603662,      35.26,  0.4130724,      12.37,  0.2495010,      15.26,  0.3203096,      16.32,  0.2803194,      21.32,  0.3482990,  0.0342952, -0.1491333,   380
         Q7L0Y3,      21.34,  0.2506942,      35.98,  0.4251487,      29.78,  0.3173752,       9.18,  0.2184227,       7.44,  0.2370806,      16.13,  0.2630741,      19.60,  0.2852992,  0.1465862, -0.0453780,   403
         Q9BYZ2,       8.14,  0.1686537,      19.16,  0.2970238,       3.67,  0.1950429,       2.89,  0.1608022,       1.31,  0.1539916,       5.51,  0.1847505,       0.52,  0.1608703,  0.2256114, -0.2602873,   381
         Q8N4E7,      30.17,  0.3587869,      52.89,  0.5132315,      39.26,  0.3906272,      21.90,  0.2884765,      21.49,  0.3292658,      40.50,  0.4130057,      32.23,  0.3822323,  0.0395855, -0.0951498,   242
         Q13472,      32.87,  0.3634256,      34.17,  0.4509387,      28.37,  0.4038326,      18.38,  0.2805789,      21.08,  0.3212402,      23.68,  0.3124109,      24.48,  0.3554046,  0.0358825, -0.0968705,  1001
         P14324,      10.74,  0.1822453,      11.69,  0.2627991,       0.00,  0.1608065,       1.43,  0.1124003,       0.00,  0.1115909,       6.21,  0.1740281,       0.95,  0.1405106,  0.2134514, -0.1781926,   419
         Q8IYQ7,      11.84,  0.1954895,      10.50,  0.2927577,       0.94,  0.1954832,       1.08,  0.1566746,       0.00,  0.1509270,       4.31,  0.1550905,       0.00,  0.1584899,  0.2019203, -0.2151954,   743
         Q53S58,       9.65,  0.1809930,       6.75,  0.2722686,       0.00,  0.1746893,       3.86,  0.1460858,       0.00,  0.1177638,       5.79,  0.1655502,       1.93,  0.1471103,  0.2140061, -0.2737601,   311
         Q9BXM7,      33.39,  0.3437097,      35.46,  0.3884864,      24.61,  0.3653490,       9.47,  0.2198442,       9.29,  0.2338958,      11.88,  0.2554655,      18.24,  0.3011251,  0.0537116, -0.2226737,   581
         P49327,      28.00,  0.3075783,      20.71,  0.3555424,      14.77,  0.2632497,       6.25,  0.2024262,       5.30,  0.2299675,       6.89,  0.2089095,       4.02,  0.2174041,  0.0918716, -0.2261280,  2511
         Q96NB2,      22.36,  0.2368019,       7.14,  0.2561778,       0.00,  0.1671216,       2.80,  0.1380849,       0.00,  0.1285993,       5.28,  0.1824044,       1.24,  0.1570114,  0.1571090, -0.2571132,   322
         Q96E29,      26.62,  0.2980672,      24.46,  0.4217355,      21.34,  0.3292507,      16.07,  0.2098105,       8.15,  0.2164675,      22.54,  0.3000054,      18.23,  0.2958896,  0.1003230, -0.1634353,   417
         O14548,       7.89,  0.1917744,      11.40,  0.3405306,       0.00,  0.1829597,       5.26,  0.2145465,       0.00,  0.1587115,      17.54,  0.2513153,       1.75,  0.1928131,  0.2051286, -0.1620133,   114
         P00480,       3.39,  0.1469480,      12.99,  0.3274788,       0.00,  0.1973075,       1.69,  0.1820008,       0.56,  0.2063794,       6.21,  0.1897427,       1.13,  0.1754250,  0.2500364, -0.1764709,   354
         Q96DA6,      25.86,  0.2811480,      32.76,  0.4325523,      18.10,  0.3753484,       8.62,  0.3207965,       7.76,  0.3050614,      16.38,  0.3014174,       5.17,  0.2734959,  0.1158288, -0.1066670,   116
         P49675,      32.98,  0.3889931,      36.14,  0.4429883,      41.05,  0.4201179,      10.18,  0.2997058,       9.47,  0.3412753,      15.09,  0.2939252,       3.51,  0.2944813,  0.0118829, -0.1159219,   285
         P23919,      22.17,  0.2577311,      15.09,  0.3537797,      18.40,  0.2395284,       5.66,  0.2132628,       0.00,  0.1982602,       9.43,  0.2341697,       1.42,  0.2095340,  0.1380067, -0.1601963,   212
         Q96HS1,      32.18,  0.3461076,      37.02,  0.4358242,      21.45,  0.3657217,      17.30,  0.2970563,      20.07,  0.3481659,      22.84,  0.3133398,      11.76,  0.2900822,  0.0518671, -0.1330767,   289
         Q8WUK0,      14.93,  0.2391609,       6.47,  0.2754647,       0.00,  0.1585292,       2.99,  0.1498463,       0.00,  0.1586156,       8.96,  0.1768843,       0.50,  0.1666619,  0.1605684, -0.1587972,   201
         Q9NRV9,      21.69,  0.2811312,      27.51,  0.4033235,      13.23,  0.2970746,      11.64,  0.3152233,       6.35,  0.3277019,      11.11,  0.2575916,       5.29,  0.2641619,  0.1164833, -0.1106260,   189
         A8MXV4,      25.33,  0.3022140,      49.07,  0.4832466,      35.73,  0.4328549,      25.60,  0.3064392,      22.13,  0.3090971,      27.73,  0.3501967,      27.73,  0.3640081,  0.0960093, -0.1588765,   375
         Q7Z6M4,      41.21,  0.4332732,      32.28,  0.4576623,      37.80,  0.4497341,      17.59,  0.2785627,      20.47,  0.3132735,      21.52,  0.3419143,      20.47,  0.3790700, -0.0312128,  0.0067489,   381
         O75828,      24.91,  0.3464476,      23.10,  0.3738036,      19.13,  0.3393508,      13.00,  0.2651252,      13.36,  0.3005692,       9.03,  0.2429667,       2.53,  0.2548187,  0.0571506, -0.1542075,   277
         Q3SXM5,       9.70,  0.1554188,       3.64,  0.2270037,       0.00,  0.0916399,       0.91,  0.0670482,       0.00,  0.0512817,       6.67,  0.1561562,       0.30,  0.1094848,  0.2368031, -0.2876516,   330
         Q5RI15,      44.92,  0.4161490,      28.81,  0.3830876,      38.98,  0.4184288,      22.88,  0.2750356,      15.25,  0.2540681,      25.42,  0.3424329,      27.12,  0.3482002, -0.0187490, -0.1064322,   118
         P33121,      17.19,  0.2252545,      11.03,  0.2801244,       4.58,  0.2261236,       2.72,  0.1612935,       1.15,  0.1679300,       2.29,  0.1523398,       1.58,  0.1644905,  0.1727341, -0.2297176,   698
         Q8IVP5,      32.26,  0.3443544,      29.68,  0.3565663,      13.55,  0.2487439,      10.97,  0.2190077,       9.03,  0.2161303,      18.71,  0.3377536,      10.97,  0.2456354,  0.0521942, -0.1731077,   155
         Q5VT66,      16.62,  0.2871426,      17.21,  0.3129936,       8.01,  0.2209135,       4.45,  0.1951860,       0.30,  0.2038683,       7.12,  0.2091439,       1.19,  0.2013891,  0.1131312, -0.1900333,   337
         Q9UFN0,      12.55,  0.1830691,      18.22,  0.3289384,       1.21,  0.1522182,       4.45,  0.1777203,       3.24,  0.1736706,      16.19,  0.2419443,       3.24,  0.1842237,  0.2111677, -0.1254295,   247
         O43865,      16.04,  0.2189728,      26.79,  0.3815823,      23.40,  0.2992743,      13.40,  0.2101106,      14.91,  0.2347508,      19.81,  0.2591662,      17.74,  0.2673096,  0.1780067, -0.1778746,   530
         Q6UB28,      25.07,  0.2797233,      21.79,  0.3657011,      14.63,  0.2464507,       6.27,  0.2575809,       0.90,  0.2787643,      11.34,  0.2352287,       2.39,  0.2361664,  0.1190261, -0.1644561,   335
         Q8N0V3,      39.36,  0.4514323,      50.73,  0.5578094,      49.56,  0.5337731,      28.57,  0.3464218,      31.20,  0.3948048,      36.15,  0.4141847,      38.48,  0.4497376, -0.0499134, -0.0591429,   343
         Q96KR6,      39.06,  0.3052637,      53.65,  0.4931372,      47.92,  0.4238615,      17.71,  0.2030486,      14.06,  0.2112076,      40.10,  0.4113691,      40.62,  0.3413145,  0.0872009, -0.2718698,   192
         Q9H6R3,      23.47,  0.2908502,      17.78,  0.3394772,       8.45,  0.2204303,       5.54,  0.2109008,       4.23,  0.2272811,      10.64,  0.2135359,      11.22,  0.2504125,  0.1061362, -0.2068285,   686
         Q96CB9,      24.74,  0.2886773,      13.54,  0.3071518,       5.73,  0.2154399,       3.12,  0.1733369,       0.78,  0.1731216,       7.81,  0.2123858,       1.56,  0.1924456,  0.1101177, -0.2070822,   384
         Q8IUX1,      19.13,  0.2084735,      23.91,  0.3013561,      19.13,  0.2307677,      15.65,  0.1703305,       1.74,  0.1195386,      16.96,  0.2552799,       3.91,  0.1758297,  0.1824817, -0.2724325,   230
         Q96ER9,      55.96,  0.5178031,      52.80,  0.5375388,      54.26,  0.4936350,      14.84,  0.3139944,      16.06,  0.3687495,      29.20,  0.4037599,      40.15,  0.4392469, -0.1175665, -0.1405442,   411
         Q9NVV4,      24.05,  0.2817835,      40.03,  0.4370043,      28.18,  0.3449835,      14.43,  0.2355772,      14.09,  0.2439288,      22.16,  0.3040313,      22.68,  0.3078849,  0.1167219, -0.1193933,   582
         P78540,      32.77,  0.3383911,      20.34,  0.3573946,      20.34,  0.2761854,      10.45,  0.2512525,      10.17,  0.2725676,      10.45,  0.2313210,       8.19,  0.2418211,  0.0590759, -0.2052759,   354
         O00763,      30.15,  0.3250262,      16.76,  0.3366574,      10.21,  0.2485450,       8.71,  0.2044304,       8.54,  0.2289837,      11.27,  0.2186552,      11.31,  0.2603834,  0.0733016, -0.1785643,  2458
         Q7Z434,      71.11,  0.6940627,      79.26,  0.7432314,      77.41,  0.6716632,      63.52,  0.4992495,      72.59,  0.6322038,      70.19,  0.6634609,      73.52,  0.6506451, -0.2920352, -0.1189210,   540
         Q96GA7,      31.31,  0.3042923,       5.78,  0.2851603,       0.00,  0.2260893,       4.26,  0.1613607,       1.22,  0.1902778,       6.08,  0.1957434,       2.74,  0.1894724,  0.0947396, -0.3195256,   329
         Q8N0Z8,      19.80,  0.3023451,      31.68,  0.4045224,      23.10,  0.3103043,       9.24,  0.2428554,      10.23,  0.2962877,      11.22,  0.2468260,       8.25,  0.2488061,  0.0980198, -0.1745776,   303
         Q9GZT8,      20.16,  0.3117839,      10.88,  0.3502050,       0.00,  0.2543711,       5.31,  0.2073501,       4.77,  0.2457462,       5.57,  0.2042830,       2.65,  0.2198946,  0.0886073, -0.1998442,   377
         Q9NYJ1,      56.32,  0.4910034,     100.00,  0.8102032,     100.00,  0.6942867,      50.57,  0.4963943,      66.67,  0.6237164,      77.01,  0.7083258,      68.97,  0.6373215, -0.0914989,  0.1705800,    87
         Q9UDX5,      24.10,  0.2681924,      21.69,  0.2804800,       1.81,  0.1800140,       9.64,  0.1536754,       5.42,  0.1406211,      24.10,  0.2761773,      13.25,  0.1865244,  0.1296582, -0.2921997,   166
         P10620,      15.48,  0.2073374,      12.90,  0.2663265,       0.00,  0.1299548,       1.94,  0.0925961,       0.00,  0.0697106,      10.97,  0.2239777,       1.94,  0.1433247,  0.1870328, -0.2894283,   155
         Q96NN9,      30.08,  0.3276974,      20.17,  0.3667141,      18.84,  0.3218740,       9.42,  0.2119918,       8.10,  0.2355144,      13.39,  0.2296946,      12.56,  0.2822481,  0.0716103, -0.1695069,   605
         Q5H9E4,      13.36,  0.2052644,      14.01,  0.2731736,       6.84,  0.1317601,       9.77,  0.1454124,       7.49,  0.1337042,      13.03,  0.2194679,      11.07,  0.1847970,  0.1894234, -0.1950395,   307
         Q6UW68,      21.69,  0.2131189,      21.16,  0.2606803,      12.70,  0.2224206,      14.29,  0.1552281,       4.76,  0.0916045,      11.64,  0.2218691,      10.58,  0.1570835,  0.1746844, -0.3164837,   189
         Q05932,      22.15,  0.2707190,      32.03,  0.3889265,      17.55,  0.2989804,      10.39,  0.2446566,       9.88,  0.2640539,      12.95,  0.2524529,      12.27,  0.2866314,  0.1260833, -0.2100383,   587
         Q9NX36,      25.77,  0.3064172,      45.10,  0.4434907,      22.16,  0.3951401,      12.89,  0.3018771,      15.46,  0.3566556,       9.54,  0.2777326,       3.61,  0.2810290,  0.0923662,  0.0356314,   388
         Q5VWZ2,       7.17,  0.1555875,      10.97,  0.3073802,       0.00,  0.1766794,       3.38,  0.1668625,       0.84,  0.1480809,       8.86,  0.2014214,       2.95,  0.1632221,  0.2360801, -0.2366776,   237
         Q8N573,      48.63,  0.4612961,      61.67,  0.6199881,      60.53,  0.5577540,      41.65,  0.4160691,      50.46,  0.5063205,      46.80,  0.4825294,      50.92,  0.5073263, -0.0624725,  0.0008598,   874
         Q32NB8,      24.10,  0.2881255,      19.42,  0.3417006,      16.37,  0.2772473,       2.34,  0.1557821,       0.54,  0.1506894,       9.17,  0.2210540,       6.83,  0.2390998,  0.1116238, -0.2123283,   556
         Q9Y3E5,      25.14,  0.3143245,      17.32,  0.3649716,       0.00,  0.2296395,       6.70,  0.2419866,       6.15,  0.2431432,      20.11,  0.2728247,       3.91,  0.2395418,  0.0846812, -0.2388249,   179
         Q96QU6,      19.56,  0.2537715,      22.55,  0.3440450,      15.97,  0.2272529,       7.19,  0.1750823,       6.99,  0.1809122,      14.17,  0.2338573,      16.17,  0.2358201,  0.1442057, -0.1572779,   501
         P03897,       6.96,  0.1439235,       6.96,  0.1819621,       0.00,  0.2527425,       0.87,  0.0399982,       0.00,  0.0156488,      20.00,  0.3070156,       0.87,  0.1147580,  0.2509599, -0.5301110,   115
         P00505,      18.14,  0.2576786,      10.70,  0.3012615,       0.00,  0.1604395,       3.26,  0.2057930,       1.86,  0.2141082,       3.49,  0.1772982,       0.70,  0.1926900,  0.1393472, -0.1765175,   430
         Q9Y606,      28.10,  0.3591474,      30.68,  0.4508432,      27.17,  0.3566633,      19.44,  0.3117785,      22.25,  0.3649963,      24.59,  0.3342831,      23.89,  0.3629521,  0.0400283, -0.0909927,   427
         Q86TS9,      65.04,  0.5869409,      65.85,  0.6204936,      61.79,  0.5095251,      34.96,  0.4220268,      47.15,  0.4768613,      56.91,  0.5381863,      52.03,  0.5256723, -0.1864526, -0.0034421,   123
         Q7L3T8,      17.47,  0.2415752,      15.58,  0.3144131,      11.58,  0.2412222,       1.68,  0.1602400,       0.00,  0.1692208,       5.89,  0.1798237,       0.21,  0.1775455,  0.1563741, -0.1943034,   475
         Q969Q5,      13.79,  0.2168144,      17.24,  0.3350649,       1.97,  0.2333515,       4.43,  0.1789764,       0.00,  0.1692206,       6.40,  0.2080899,       1.97,  0.1846944,  0.1841170, -0.1289642,   203
         A8MSI8,      24.36,  0.3041281,      38.46,  0.4697277,       3.85,  0.4198750,      17.95,  0.3459026,      10.26,  0.3261569,      28.21,  0.4045058,       7.69,  0.3084035,  0.0949735,  0.0855971,    78
         Q9BSK2,      14.95,  0.1898057,      15.89,  0.2786646,       0.00,  0.1574724,       1.87,  0.1255742,       0.31,  0.1205493,       6.23,  0.1859843,       2.49,  0.1500963,  0.2070510, -0.2253980,   321
         Q08AH3,      21.84,  0.2659425,      11.27,  0.3087141,       3.81,  0.2205139,       2.25,  0.1988905,       2.25,  0.2035016,       4.16,  0.1908246,       2.08,  0.1946455,  0.1306819, -0.2072907,   577
         P41250,      26.12,  0.2974110,      32.21,  0.4229626,      20.57,  0.3542101,       2.44,  0.2063355,       4.33,  0.2359366,      18.27,  0.2694818,      17.73,  0.2977228,  0.0994233, -0.1682458,   739
         Q9BPW8,      16.20,  0.2459021,      28.87,  0.3734993,       7.75,  0.2174351,       3.17,  0.2019524,       0.70,  0.2012746,       9.86,  0.2454050,       1.41,  0.2113388,  0.1491580, -0.0332427,   284
         P30041,      17.86,  0.2704540,      19.64,  0.3412530,      13.84,  0.2675500,       6.70,  0.2367925,       0.89,  0.2364187,      10.71,  0.2098563,       7.14,  0.2603874,  0.1310997, -0.1896235,   224
         Q9H0R6,      15.91,  0.2292806,      18.94,  0.3343288,       8.14,  0.2344958,       7.01,  0.1939732,       7.01,  0.2253366,      12.50,  0.2211309,       5.30,  0.2006752,  0.1678828, -0.2108218,   528
         Q9H0N5,      23.85,  0.2597343,      39.23,  0.4155284,      23.85,  0.2527874,       5.38,  0.1988039,       0.00,  0.1926396,      27.69,  0.3393909,       1.54,  0.2343495,  0.1357426, -0.1894864,   130
         Q8IYU8,      18.20,  0.2560791,      24.88,  0.3903729,      10.14,  0.2907180,       2.07,  0.1821845,       0.00,  0.1739983,      11.29,  0.2339868,       1.38,  0.2061036,  0.1421020, -0.1324366,   434
         Q9NVS9,      23.75,  0.2882912,      42.15,  0.4223050,      26.44,  0.3839066,      10.73,  0.3048660,       9.58,  0.3055230,       7.66,  0.2450160,       4.60,  0.2610002,  0.1111831, -0.0594551,   261
         Q9BSF4,      27.69,  0.3616336,      26.54,  0.3802720,      17.31,  0.3154429,       5.38,  0.1695346,       0.38,  0.1485612,      16.15,  0.2823670,       4.62,  0.2237280,  0.0378581, -0.1821318,   260
         P49914,      50.74,  0.4558577,      43.35,  0.4995165,      31.53,  0.4682948,      15.76,  0.2849498,       4.93,  0.2894845,      31.53,  0.3990331,      31.03,  0.3995229, -0.0577550, -0.1012824,   203
         O00746,      27.81,  0.3838109,      31.55,  0.4172577,      25.67,  0.3281195,      12.83,  0.2899812,       9.63,  0.2900969,      18.72,  0.3271246,       6.42,  0.2847120,  0.0190582, -0.1465102,   187
         Q9NPB1,      18.86,  0.2751987,      15.35,  0.3250864,      13.16,  0.2717186,       3.95,  0.1683132,       0.00,  0.1404159,      12.28,  0.2046941,       1.32,  0.1856181,  0.1222338, -0.1824808,   228
         Q96AN5,      44.01,  0.4270629,      34.86,  0.4072925,      28.32,  0.3599803,      12.64,  0.2293293,      11.55,  0.2333221,      15.47,  0.3154685,      15.47,  0.3287428, -0.0290505, -0.1943263,   459
         O75570,      34.61,  0.3519766,      29.21,  0.4209394,      29.21,  0.3833340,       2.02,  0.2339762,       3.37,  0.2801960,      13.93,  0.2676778,      17.53,  0.3230167,  0.0469785, -0.0280161,   445
         Q6IAN0,      21.54,  0.2651995,      11.08,  0.2839922,       4.92,  0.1880255,       4.31,  0.1405843,       2.15,  0.1431252,      11.08,  0.2048593,       4.92,  0.1729600,  0.1320503, -0.2821613,   325
         P00414,      19.16,  0.1826262,      13.03,  0.2342924,       0.00,  0.1312955,       2.68,  0.0841019,       0.38,  0.0557353,      13.03,  0.2287375,       2.30,  0.1309156,  0.2060109, -0.3697431,   261
         P33316,      45.63,  0.4770120,      55.56,  0.5521497,      46.83,  0.4830053,      38.89,  0.3583204,      38.89,  0.4193276,      55.95,  0.4732862,      47.62,  0.4605169, -0.0762415, -0.1341441,   252
         O43488,      32.31,  0.3602278,      32.87,  0.4299673,      16.43,  0.3013867,       7.80,  0.2626619,      11.42,  0.2741545,      18.94,  0.3120599,      21.17,  0.3234096,  0.0393916, -0.1722884,   359
         Q7Z5L4,      32.34,  0.3823457,      65.87,  0.5804251,      54.49,  0.5531593,      29.34,  0.3749970,      37.13,  0.4176685,      42.51,  0.4629215,      41.92,  0.4619195,  0.0176588, -0.1041577,   167
         Q9NPL8,      37.89,  0.3741541,      39.65,  0.4358376,      42.11,  0.3600819,      14.74,  0.2327569,       9.47,  0.2285365,      19.30,  0.2979643,      26.32,  0.3215552,  0.0225847, -0.1384058,   285
         P03928,      44.12,  0.4605424,      76.47,  0.6925474,      52.94,  0.5302322,      22.06,  0.3459397,       1.47,  0.2567063,      61.76,  0.5839686,      25.00,  0.3899508, -0.0602868, -0.0644552,    68
         Q8WUD6,      12.56,  0.1400958,      15.76,  0.2177334,       8.37,  0.2225301,       4.19,  0.0745966,       0.00,  0.0396903,       9.85,  0.1825852,       3.94,  0.1091169,  0.2479101, -0.4274685,   406
         Q9NQZ5,      39.46,  0.3723663,      35.41,  0.4466878,      31.62,  0.3866680,      17.30,  0.2538491,      14.05,  0.2735226,      24.59,  0.3252234,      25.14,  0.3430529,  0.0245264, -0.0726439,   370
         Q969G6,      16.13,  0.2250843,      29.03,  0.3776018,      19.35,  0.2505998,       7.74,  0.2282284,       0.00,  0.2070526,      18.06,  0.2879313,       1.29,  0.2209831,  0.1725167, -0.1341375,   155
         Q9NUB1,      31.64,  0.3431297,      20.46,  0.3444561,      15.09,  0.2736113,       7.55,  0.2053839,       4.21,  0.2172635,      13.93,  0.2539090,      12.77,  0.2729587,  0.0554233, -0.2342616,   689
         Q16854,      22.02,  0.2548330,      22.38,  0.3516766,      20.22,  0.2753214,       5.42,  0.1835618,       2.53,  0.1535585,      16.25,  0.2386463,      15.16,  0.2429330,  0.1385584, -0.1641994,   277
         P04040,      19.35,  0.2388057,      23.72,  0.3692146,       8.16,  0.2179098,      13.47,  0.2949103,      16.70,  0.3398052,       9.87,  0.2308817,       7.97,  0.2456028,  0.1568621, -0.0802345,   527
         Q96LL9,      37.17,  0.4326641,      51.33,  0.5231063,      41.59,  0.4286139,      21.68,  0.3311809,      24.34,  0.3782193,      53.54,  0.5216351,      36.73,  0.4359033, -0.0306734,  0.0086938,   226
         Q9Y676,      43.41,  0.4399630,      55.43,  0.5330119,      56.98,  0.5498835,      29.07,  0.3805857,      29.84,  0.4333266,      27.13,  0.3762433,      36.05,  0.4521691, -0.0399550, -0.0078204,   258
         Q12849,      39.79,  0.4252580,      43.12,  0.4932413,      38.75,  0.4584581,      16.25,  0.2835804,      17.29,  0.3149425,      21.46,  0.3249537,      28.96,  0.3834056, -0.0257158, -0.1439367,   480
         O43169,      38.67,  0.4305390,      48.00,  0.4794833,      36.00,  0.3726590,      30.67,  0.3355594,      22.67,  0.3328526,      37.33,  0.4450085,      35.33,  0.3993501, -0.0309241, -0.0537682,   150
         P50583,      23.81,  0.2889745,      23.13,  0.3211808,      11.56,  0.2906877,      18.37,  0.2105674,      12.93,  0.2164191,      20.41,  0.2787406,      12.93,  0.2193137,  0.1114569, -0.1174741,   147
         Q9H4B0,      14.98,  0.2195626,      11.11,  0.2970196,       1.21,  0.2357582,       3.62,  0.1809541,       0.24,  0.1644247,       7.25,  0.1681391,       0.00,  0.1716834,  0.1758633, -0.2796777,   414
         Q9Y6I8,       6.13,  0.1271251,       8.96,  0.2204419,       0.00,  0.1131555,       4.25,  0.0591424,       0.00,  0.0263432,      11.32,  0.1997343,       2.83,  0.1054645,  0.2627708, -0.2490265,   212
         Q9NQE9,      29.12,  0.2985433,      27.47,  0.3866579,      28.57,  0.3381847,       8.24,  0.2014496,       8.24,  0.2218272,      19.23,  0.2620512,      21.43,  0.2847857,  0.0968966, -0.1743760,   182
         Q9NUJ1,      12.75,  0.1780177,      14.71,  0.2997373,       0.00,  0.1928727,       1.31,  0.1419520,       0.00,  0.1466895,      10.78,  0.1802385,       0.00,  0.1577726,  0.2188800, -0.2433727,   306
         Q9Y3D7,      45.60,  0.4300424,      67.20,  0.5782106,      81.60,  0.6073918,      13.60,  0.3338961,      20.00,  0.3650282,      39.20,  0.4660715,      37.60,  0.4634400, -0.0318574, -0.0784009,   125
         Q9NNZ3,      50.62,  0.5139571,      80.91,  0.7082816,      77.59,  0.6662067,      51.04,  0.4808528,      61.00,  0.5812242,      68.88,  0.6158996,      75.93,  0.5944039, -0.1157512,  0.0911672,   241
         Q9Y6G3,      42.25,  0.3939387,      47.89,  0.4622674,      54.23,  0.4492323,      28.17,  0.3435133,      28.17,  0.3618387,      36.62,  0.3755133,      36.62,  0.3977174,  0.0032074, -0.0132192,   142
